 kVdd =	-3200
 vdd25 =	-12544
 KvPTAT =	0.002197
 KtPTAT =	42.625000
 vPTAT25 =	12196
 alphaPTAT =	9.000000
 gainEE =	5580
 tgc =	0.000000
cpKv =	0.375000
cpKta =	0.004272
 resolutionEE =	2
calibrationModeEE =	128
 KsTa =	-0.002441
	
ksTo[0] =	-0.000200
ksTo[1] =	-0.000200
ksTo[2] =	-0.000200
ksTo[3] =	-0.000200
	
ct[0] =	-40
ct[1] =	0
ct[2] =	300
ct[3] =	500
	
alpha[0] =	0.0000000364125298802
alpha[1] =	0.0000000368781911675
alpha[2] =	0.0000000379259290639
alpha[3] =	0.0000000383915903512
alpha[4] =	0.0000000408363121096
alpha[5] =	0.0000000415348040406
alpha[6] =	0.0000000416512193624
alpha[7] =	0.0000000422332959715
alpha[8] =	0.0000000440959411208
alpha[9] =	0.0000000446780177299
alpha[10] =	0.0000000447944330517
alpha[11] =	0.0000000445616024081
alpha[12] =	0.0000000460750015918
alpha[13] =	0.0000000467734935228
alpha[14] =	0.0000000456093403045
alpha[15] =	0.0000000456093403045
alpha[16] =	0.0000000456093403045
alpha[17] =	0.0000000453765096609
alpha[18] =	0.0000000443287717644
alpha[19] =	0.0000000443287717644
alpha[20] =	0.0000000438631104771
alpha[21] =	0.0000000432810338680
alpha[22] =	0.0000000411855580751
alpha[23] =	0.0000000406034814660
alpha[24] =	0.0000000393229129259
alpha[25] =	0.0000000390900822822
alpha[26] =	0.0000000358304532710
alpha[27] =	0.0000000355976226274
alpha[28] =	0.0000000336185621563
alpha[29] =	0.0000000323379936162
alpha[30] =	0.0000000291947799269
alpha[31] =	0.0000000283798726741
alpha[32] =	0.0000000369946064893
alpha[33] =	0.0000000375766830985
alpha[34] =	0.0000000386244209949
alpha[35] =	0.0000000390900822822
alpha[36] =	0.0000000414183887187
alpha[37] =	0.0000000421168806497
alpha[38] =	0.0000000424661266152
alpha[39] =	0.0000000428153725807
alpha[40] =	0.0000000447944330517
alpha[41] =	0.0000000454929249827
alpha[42] =	0.0000000454929249827
alpha[43] =	0.0000000453765096609
alpha[44] =	0.0000000466570782010
alpha[45] =	0.0000000474719854537
alpha[46] =	0.0000000464242475573
alpha[47] =	0.0000000463078322355
alpha[48] =	0.0000000463078322355
alpha[49] =	0.0000000461914169136
alpha[50] =	0.0000000451436790172
alpha[51] =	0.0000000450272636954
alpha[52] =	0.0000000447944330517
alpha[53] =	0.0000000439795257989
alpha[54] =	0.0000000420004653279
alpha[55] =	0.0000000413019733969
alpha[56] =	0.0000000401378201786
alpha[57] =	0.0000000399049895350
alpha[58] =	0.0000000367617758457
alpha[59] =	0.0000000362961145584
alpha[60] =	0.0000000345498847309
alpha[61] =	0.0000000330364855472
alpha[62] =	0.0000000298932718579
alpha[63] =	0.0000000290783646051
alpha[64] =	0.0000000386244209949
alpha[65] =	0.0000000388572516385
alpha[66] =	0.0000000403706508223
alpha[67] =	0.0000000408363121096
alpha[68] =	0.0000000432810338680
alpha[69] =	0.0000000436302798335
alpha[70] =	0.0000000444451870862
alpha[71] =	0.0000000447944330517
alpha[72] =	0.0000000464242475573
alpha[73] =	0.0000000465406628791
alpha[74] =	0.0000000466570782010
alpha[75] =	0.0000000474719854537
alpha[76] =	0.0000000479376467410
alpha[77] =	0.0000000493346306030
alpha[78] =	0.0000000478212314192
alpha[79] =	0.0000000475884007756
alpha[80] =	0.0000000478212314192
alpha[81] =	0.0000000477048160974
alpha[82] =	0.0000000473555701319
alpha[83] =	0.0000000463078322355
alpha[84] =	0.0000000461914169136
alpha[85] =	0.0000000456093403045
alpha[86] =	0.0000000433974491898
alpha[87] =	0.0000000438631104771
alpha[88] =	0.0000000422332959715
alpha[89] =	0.0000000413019733969
alpha[90] =	0.0000000387408363167
alpha[91] =	0.0000000378095137421
alpha[92] =	0.0000000366453605238
alpha[93] =	0.0000000352483766619
alpha[94] =	0.0000000319887476508
alpha[95] =	0.0000000309410097543
alpha[96] =	0.0000000390900822822
alpha[97] =	0.0000000393229129259
alpha[98] =	0.0000000409527274314
alpha[99] =	0.0000000414183887187
alpha[100] =	0.0000000438631104771
alpha[101] =	0.0000000442123564426
alpha[102] =	0.0000000450272636954
alpha[103] =	0.0000000452600943390
